 -10.00 -1.07 9.38 3.54 -0.11 4.10 -3.49 -4.38 -7.05 -0.45 -5.58 -3.08 -1.73 -3.10 -1.41 -1.44 -1.10 -1.91 -1.31 3.06 3.35 3.59 4.01 -2.55 -2.38 -5.02 -1.44 -1.71 -2.19 -3.86 -1.37 -8.10 0.24 -6.75 -1.60 -11.33 1.31 6.05 -10.44 -4.78
 -34.49 -0.90 27.40 5.55 -1.07 12.50 9.51 -3.44 8.67 -5.29 8.02 9.63 3.72 6.62 6.22 -0.56 -1.60 3.64 1.43 3.56 11.32 9.45 6.75 8.58 4.36 6.58 6.37 5.15 3.06 6.59 1.71 7.56 -1.23 9.29 -1.03 5.77 -2.72 17.25 10.16 12.48
 29.68 58.54 -25.35 36.96 37.60 -21.70 -5.36 5.48 8.07 1.95 -1.58 3.18 -4.40 0.06 0.20 -1.78 -0.95 2.96 2.33 -3.43 -2.30 5.02 8.65 0.29 0.35 -3.61 2.42 -0.18 1.29 4.19 -4.55 -2.31 0.61 -0.46 -0.37 10.25 -2.63 -0.92 -9.29 -5.32
 -45.68 -40.10 -19.05 15.47 -5.45 24.63 -3.90 7.99 -0.12 -7.11 -1.76 0.58 1.02 -2.53 4.21 3.59 1.07 4.34 -5.67 -2.64 -5.77 -3.32 -1.33 1.47 -5.07 2.05 -2.56 2.65 1.78 -6.11 -3.17 -1.96 -1.22 -11.80 8.00 0.03 3.62 8.60 -11.49 -35.17
 1.79 -22.52 56.00 13.45 6.29 -12.72 -14.74 -14.33 16.11 1.80 0.55 2.89 0.92 -2.23 2.58 5.24 -5.11 2.37 3.50 1.71 1.06 -1.37 0.22 1.45 -2.29 0.04 -1.18 3.99 -0.93 -2.70 -2.51 -0.02 1.32 -0.72 0.63 16.97 1.81 3.46 -1.03 4.38
 7.50 41.68 9.65 -14.53 4.79 8.22 0.53 1.45 3.24 4.36 4.07 6.83 5.24 -1.72 1.24 1.38 -3.38 5.08 2.55 1.15 0.04 -0.60 -0.56 1.89 1.87 0.79 -0.62 1.17 -3.51 1.56 -1.96 3.61 -5.06 5.14 8.19 2.69 -0.73 2.59 -17.05 -13.42
 37.33 43.69 -2.81 14.34 -18.46 -7.30 -5.52 9.54 9.33 -7.36 1.29 2.26 -0.42 6.62 -4.42 -0.68 3.91 -0.04 -1.64 -0.01 -1.37 -4.43 -1.21 -5.63 -5.76 -1.65 2.07 -5.09 1.60 4.33 -1.15 1.07 -7.45 -8.47 -6.21 1.03 6.88 4.07 14.92 -12.40
 -52.32 21.18 44.35 -33.16 -13.86 -12.95 -6.62 -19.43 6.70 -3.33 -1.34 -4.91 -0.03 6.01 1.08 -2.70 -3.56 -7.33 -4.18 1.24 1.09 0.41 -0.89 0.01 -3.57 -2.64 -5.10 -1.61 -0.83 -7.93 4.78 -0.05 3.02 0.86 7.73 5.61 6.01 4.19 -12.49 -9.09
 -77.65 -43.47 3.82 -32.67 11.46 -13.10 -16.47 -1.33 1.40 0.27 -7.55 6.22 -9.00 5.57 -7.41 -2.65 2.37 -0.61 -4.66 4.10 4.99 0.23 -3.66 3.02 1.92 -2.62 1.46 1.87 1.08 1.93 0.61 -7.24 -3.22 -7.83 -4.78 2.13 5.11 -1.67 -8.11 -14.83
 27.29 -83.94 -32.71 -6.54 -7.84 7.54 3.67 4.41 -4.76 8.14 -0.58 6.83 -3.09 -1.29 -0.65 -2.20 -1.30 -2.32 -3.49 -2.86 2.88 -2.66 0.92 1.08 -0.47 2.56 1.43 4.47 -6.89 4.93 2.65 -1.09 0.88 -5.48 -0.43 8.84 -6.92 -9.01 18.05 12.39
